case_id,process_name,process_id,service_name,service_id,activity,timestamp,resource,lifecycle,outcome,application_status,duration_hours,variant
P1-C0048,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-11T10:40:48Z,Public Security Department,complete,in_progress,pending,13.32,V2_SingleSupplement
P1-C0048,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Request Additional Documents,2026-07-11T15:15:36Z,Public Security Department,complete,pending_documents,additional_documents_required,4.58,V2_SingleSupplement
P1-C0048,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Additional Documents,2026-07-13T14:40:48Z,Citizen,complete,in_progress,under_review,47.42,V2_SingleSupplement
P1-C0048,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-14T02:40:48Z,Public Security Department,complete,in_progress,under_review,12.0,V2_SingleSupplement
P1-C0048,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-19T09:09:36Z,Public Security Department,complete,in_progress,under_review,126.48,V2_SingleSupplement
P1-C0048,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-19T12:14:24Z,Public Security Department,complete,approved,approved,3.08,V2_SingleSupplement
P1-C0048,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-19T12:45:00Z,CityStart Platform,complete,in_progress,approved,0.51,V2_SingleSupplement
P1-C0049,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-30T17:44:24Z,Citizen,complete,in_progress,pending,0.74,V2_SingleSupplement
P1-C0049,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-30T21:34:48Z,Public Security Department,complete,in_progress,pending,3.84,V2_SingleSupplement
P1-C0049,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-31T04:33:36Z,Public Security Department,complete,in_progress,pending,6.98,V2_SingleSupplement
P1-C0049,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Request Additional Documents,2026-07-31T08:40:48Z,Public Security Department,complete,pending_documents,additional_documents_required,4.12,V2_SingleSupplement
P1-C0049,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Additional Documents,2026-08-04T16:27:00Z,Citizen,complete,in_progress,under_review,103.77,V2_SingleSupplement
P1-C0049,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-08-05T02:13:48Z,Public Security Department,complete,in_progress,under_review,9.78,V2_SingleSupplement
P1-C0049,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-08-09T13:52:48Z,Public Security Department,complete,in_progress,under_review,107.65,V2_SingleSupplement
P1-C0049,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-08-09T17:35:24Z,Public Security Department,complete,approved,approved,3.71,V2_SingleSupplement
P1-C0049,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-08-09T17:51:00Z,CityStart Platform,complete,in_progress,approved,0.26,V2_SingleSupplement
P1-C0050,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-23T13:19:12Z,Citizen,complete,in_progress,pending,0.32,V2_SingleSupplement
P1-C0050,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-23T15:08:24Z,Public Security Department,complete,in_progress,pending,1.82,V2_SingleSupplement
P1-C0050,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-24T05:11:24Z,Public Security Department,complete,in_progress,pending,14.05,V2_SingleSupplement
P1-C0050,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Request Additional Documents,2026-07-24T06:48:00Z,Public Security Department,complete,pending_documents,additional_documents_required,1.61,V2_SingleSupplement
P1-C0050,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Additional Documents,2026-07-26T09:16:48Z,Citizen,complete,in_progress,under_review,50.48,V2_SingleSupplement
P1-C0050,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-27T00:30:36Z,Public Security Department,complete,in_progress,under_review,15.23,V2_SingleSupplement
P1-C0050,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-08-01T09:57:36Z,Public Security Department,complete,in_progress,under_review,129.45,V2_SingleSupplement
P1-C0050,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-08-01T21:21:36Z,Public Security Department,complete,approved,approved,11.4,V2_SingleSupplement
P1-C0050,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-08-01T21:45:00Z,CityStart Platform,complete,in_progress,approved,0.39,V2_SingleSupplement
P1-C0051,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-21T16:34:48Z,Citizen,complete,in_progress,pending,0.58,V2_SingleSupplement
P1-C0051,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-21T19:31:12Z,Public Security Department,complete,in_progress,pending,2.94,V2_SingleSupplement
P1-C0051,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-22T06:52:48Z,Public Security Department,complete,in_progress,pending,11.36,V2_SingleSupplement
P1-C0051,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Request Additional Documents,2026-07-22T09:22:12Z,Public Security Department,complete,pending_documents,additional_documents_required,2.49,V2_SingleSupplement
P1-C0051,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Additional Documents,2026-07-24T09:30:36Z,Citizen,complete,in_progress,under_review,48.14,V2_SingleSupplement
P1-C0051,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-25T05:34:48Z,Public Security Department,complete,in_progress,under_review,20.07,V2_SingleSupplement
P1-C0051,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-29T13:43:48Z,Public Security Department,complete,in_progress,under_review,104.15,V2_SingleSupplement
P1-C0051,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-29T16:59:24Z,Public Security Department,complete,approved,approved,3.26,V2_SingleSupplement
P1-C0051,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-29T17:16:12Z,CityStart Platform,complete,in_progress,approved,0.28,V2_SingleSupplement
P1-C0052,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-17T14:55:48Z,Citizen,complete,in_progress,pending,0.93,V2_SingleSupplement
P1-C0052,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-17T19:33:36Z,Public Security Department,complete,in_progress,pending,4.63,V2_SingleSupplement
P1-C0052,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-18T19:09:36Z,Public Security Department,complete,in_progress,pending,23.6,V2_SingleSupplement
P1-C0052,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Request Additional Documents,2026-07-18T21:16:12Z,Public Security Department,complete,pending_documents,additional_documents_required,2.11,V2_SingleSupplement
P1-C0052,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Additional Documents,2026-07-21T13:57:00Z,Citizen,complete,in_progress,under_review,64.68,V2_SingleSupplement
P1-C0052,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-22T02:26:24Z,Public Security Department,complete,in_progress,under_review,12.49,V2_SingleSupplement
P1-C0052,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-24T15:28:12Z,Public Security Department,complete,in_progress,under_review,61.03,V2_SingleSupplement
P1-C0052,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-24T23:27:00Z,Public Security Department,complete,approved,approved,7.98,V2_SingleSupplement
P1-C0052,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-24T23:45:00Z,CityStart Platform,complete,in_progress,approved,0.3,V2_SingleSupplement
P1-C0053,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-07T13:31:48Z,Citizen,complete,in_progress,pending,0.53,V2_SingleSupplement
P1-C0053,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-07T20:58:12Z,Public Security Department,complete,in_progress,pending,7.44,V2_SingleSupplement
P1-C0053,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-08T04:24:00Z,Public Security Department,complete,in_progress,pending,7.43,V2_SingleSupplement
P1-C0053,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Request Additional Documents,2026-07-08T06:37:48Z,Public Security Department,complete,pending_documents,additional_documents_required,2.23,V2_SingleSupplement
P1-C0053,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Additional Documents,2026-07-10T17:28:48Z,Citizen,complete,in_progress,under_review,58.85,V2_SingleSupplement
P1-C0053,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-11T04:44:24Z,Public Security Department,complete,in_progress,under_review,11.26,V2_SingleSupplement
P1-C0053,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-15T23:02:24Z,Public Security Department,complete,in_progress,under_review,114.3,V2_SingleSupplement
P1-C0053,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-16T06:32:24Z,Public Security Department,complete,approved,approved,7.5,V2_SingleSupplement
P1-C0053,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-16T06:54:36Z,CityStart Platform,complete,in_progress,approved,0.37,V2_SingleSupplement
P1-C0054,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-10T13:45:00Z,Citizen,complete,in_progress,pending,0.75,V2_SingleSupplement
P1-C0054,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-10T17:22:48Z,Public Security Department,complete,in_progress,pending,3.63,V2_SingleSupplement
P1-C0054,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-10T23:25:12Z,Public Security Department,complete,in_progress,pending,6.04,V2_SingleSupplement
P1-C0054,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Request Additional Documents,2026-07-11T01:11:24Z,Public Security Department,complete,pending_documents,additional_documents_required,1.77,V2_SingleSupplement
P1-C0054,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Additional Documents,2026-07-12T06:25:48Z,Citizen,complete,in_progress,under_review,29.24,V2_SingleSupplement
P1-C0054,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-12T17:00:36Z,Public Security Department,complete,in_progress,under_review,10.58,V2_SingleSupplement
P1-C0054,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-17T07:49:48Z,Public Security Department,complete,in_progress,under_review,110.82,V2_SingleSupplement
P1-C0054,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-17T13:51:00Z,Public Security Department,complete,approved,approved,6.02,V2_SingleSupplement
P1-C0054,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-17T14:04:48Z,CityStart Platform,complete,in_progress,approved,0.23,V2_SingleSupplement
P1-C0055,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-21T15:51:36Z,Citizen,complete,in_progress,pending,0.86,V2_SingleSupplement
P1-C0055,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-21T17:54:36Z,Public Security Department,complete,in_progress,pending,2.05,V2_SingleSupplement
P1-C0055,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-22T02:51:36Z,Public Security Department,complete,in_progress,pending,8.95,V2_SingleSupplement
P1-C0055,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Request Additional Documents,2026-07-22T07:57:36Z,Public Security Department,complete,pending_documents,additional_documents_required,5.1,V2_SingleSupplement
P1-C0055,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Additional Documents,2026-07-24T08:31:12Z,Citizen,complete,in_progress,under_review,48.56,V2_SingleSupplement
P1-C0055,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-24T23:10:12Z,Public Security Department,complete,in_progress,under_review,14.65,V2_SingleSupplement
P1-C0055,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-28T08:42:36Z,Public Security Department,complete,in_progress,under_review,81.54,V2_SingleSupplement
P1-C0055,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-28T15:54:00Z,Public Security Department,complete,approved,approved,7.19,V2_SingleSupplement
P1-C0055,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-28T16:21:00Z,CityStart Platform,complete,in_progress,approved,0.45,V2_SingleSupplement
P1-C0056,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-12T17:58:12Z,Citizen,complete,in_progress,pending,0.97,V2_SingleSupplement
P1-C0056,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-12T20:48:00Z,Public Security Department,complete,in_progress,pending,2.83,V2_SingleSupplement
P1-C0056,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-13T13:51:36Z,Public Security Department,complete,in_progress,pending,17.06,V2_SingleSupplement
P1-C0056,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Request Additional Documents,2026-07-13T17:36:00Z,Public Security Department,complete,pending_documents,additional_documents_required,3.74,V2_SingleSupplement
P1-C0056,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Additional Documents,2026-07-17T10:41:24Z,Citizen,complete,in_progress,under_review,89.09,V2_SingleSupplement
P1-C0056,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-17T18:00:00Z,Public Security Department,complete,in_progress,under_review,7.31,V2_SingleSupplement
P1-C0056,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-20T23:52:48Z,Public Security Department,complete,in_progress,under_review,77.88,V2_SingleSupplement
P1-C0056,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-21T04:25:12Z,Public Security Department,complete,approved,approved,4.54,V2_SingleSupplement
P1-C0056,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-21T04:37:48Z,CityStart Platform,complete,in_progress,approved,0.21,V2_SingleSupplement
P1-C0057,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-07T16:03:00Z,Citizen,complete,in_progress,pending,1.05,V2_SingleSupplement
P1-C0057,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-07T20:22:48Z,Public Security Department,complete,in_progress,pending,4.33,V2_SingleSupplement
P1-C0057,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-08T02:18:00Z,Public Security Department,complete,in_progress,pending,5.92,V2_SingleSupplement
P1-C0057,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Request Additional Documents,2026-07-08T05:41:24Z,Public Security Department,complete,pending_documents,additional_documents_required,3.39,V2_SingleSupplement
P1-C0057,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Additional Documents,2026-07-11T16:14:24Z,Citizen,complete,in_progress,under_review,82.55,V2_SingleSupplement
P1-C0057,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-12T03:44:24Z,Public Security Department,complete,in_progress,under_review,11.5,V2_SingleSupplement
P1-C0057,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-14T14:25:12Z,Public Security Department,complete,in_progress,under_review,58.68,V2_SingleSupplement
P1-C0057,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-14T18:10:48Z,Public Security Department,complete,approved,approved,3.76,V2_SingleSupplement
P1-C0057,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-14T18:40:12Z,CityStart Platform,complete,in_progress,approved,0.49,V2_SingleSupplement
P1-C0058,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-19T11:47:24Z,Citizen,complete,in_progress,pending,0.79,V2_SingleSupplement
P1-C0058,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-19T14:24:36Z,Public Security Department,complete,in_progress,pending,2.62,V2_SingleSupplement
P1-C0058,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-20T09:58:12Z,Public Security Department,complete,in_progress,pending,19.56,V2_SingleSupplement
P1-C0058,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Request Additional Documents,2026-07-20T12:18:00Z,Public Security Department,complete,pending_documents,additional_documents_required,2.33,V2_SingleSupplement
P1-C0058,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Additional Documents,2026-07-24T07:03:00Z,Citizen,complete,in_progress,under_review,90.75,V2_SingleSupplement
P1-C0058,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-24T13:34:12Z,Public Security Department,complete,in_progress,under_review,6.52,V2_SingleSupplement
P1-C0058,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-30T20:10:12Z,Public Security Department,complete,in_progress,under_review,150.6,V2_SingleSupplement
P1-C0058,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-31T03:22:48Z,Public Security Department,complete,approved,approved,7.21,V2_SingleSupplement
P1-C0058,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-31T03:54:00Z,CityStart Platform,complete,in_progress,approved,0.52,V2_SingleSupplement
P1-C0059,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-03T12:28:48Z,Citizen,complete,in_progress,pending,0.48,V2_SingleSupplement
P1-C0059,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-03T14:50:24Z,Public Security Department,complete,in_progress,pending,2.36,V2_SingleSupplement
P1-C0059,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-04T01:55:12Z,Public Security Department,complete,in_progress,pending,11.08,V2_SingleSupplement
P1-C0059,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Request Additional Documents,2026-07-04T07:13:48Z,Public Security Department,complete,pending_documents,additional_documents_required,5.31,V2_SingleSupplement
P1-C0059,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Additional Documents,2026-07-08T10:25:12Z,Citizen,complete,in_progress,under_review,99.19,V2_SingleSupplement
P1-C0059,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-08T19:55:48Z,Public Security Department,complete,in_progress,under_review,9.51,V2_SingleSupplement
P1-C0059,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-13T15:25:48Z,Public Security Department,complete,in_progress,under_review,115.5,V2_SingleSupplement
P1-C0059,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-13T23:48:36Z,Public Security Department,complete,approved,approved,8.38,V2_SingleSupplement
P1-C0059,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-14T00:22:12Z,CityStart Platform,complete,in_progress,approved,0.56,V2_SingleSupplement
P1-C0060,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-12T10:22:12Z,Citizen,complete,in_progress,pending,0.37,V2_SingleSupplement
P1-C0060,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-12T16:15:00Z,Public Security Department,complete,in_progress,pending,5.88,V2_SingleSupplement
P1-C0060,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-13T03:43:12Z,Public Security Department,complete,in_progress,pending,11.47,V2_SingleSupplement
P1-C0060,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Request Additional Documents,2026-07-13T08:26:24Z,Public Security Department,complete,pending_documents,additional_documents_required,4.72,V2_SingleSupplement
P1-C0060,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Additional Documents,2026-07-15T02:09:00Z,Citizen,complete,in_progress,under_review,41.71,V2_SingleSupplement
P1-C0060,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-15T20:09:36Z,Public Security Department,complete,in_progress,under_review,18.01,V2_SingleSupplement
P1-C0060,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-19T21:23:24Z,Public Security Department,complete,in_progress,under_review,97.23,V2_SingleSupplement
P1-C0060,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-20T02:52:12Z,Public Security Department,complete,approved,approved,5.48,V2_SingleSupplement
P1-C0060,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-20T03:06:36Z,CityStart Platform,complete,in_progress,approved,0.24,V2_SingleSupplement
P1-C0061,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-20T09:17:24Z,Citizen,complete,in_progress,pending,0.29,V2_SingleSupplement
P1-C0061,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-20T14:16:48Z,Public Security Department,complete,in_progress,pending,4.99,V2_SingleSupplement
P1-C0061,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-20T20:37:48Z,Public Security Department,complete,in_progress,pending,6.35,V2_SingleSupplement
P1-C0061,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Request Additional Documents,2026-07-20T21:57:36Z,Public Security Department,complete,pending_documents,additional_documents_required,1.33,V2_SingleSupplement
P1-C0061,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Additional Documents,2026-07-24T03:35:24Z,Citizen,complete,in_progress,under_review,77.63,V2_SingleSupplement
P1-C0061,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-24T11:07:12Z,Public Security Department,complete,in_progress,under_review,7.53,V2_SingleSupplement
P1-C0061,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-27T05:57:00Z,Public Security Department,complete,in_progress,under_review,66.83,V2_SingleSupplement
P1-C0061,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-27T12:58:48Z,Public Security Department,complete,approved,approved,7.03,V2_SingleSupplement
P1-C0061,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-27T13:47:24Z,CityStart Platform,complete,in_progress,approved,0.81,V2_SingleSupplement
P1-C0062,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-02T13:37:12Z,Citizen,complete,in_progress,pending,0.62,V2_SingleSupplement
P1-C0062,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-02T15:25:48Z,Public Security Department,complete,in_progress,pending,1.81,V2_SingleSupplement
P1-C0062,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-03T04:02:24Z,Public Security Department,complete,in_progress,pending,12.61,V2_SingleSupplement
P1-C0062,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Request Additional Documents,2026-07-03T05:45:36Z,Public Security Department,complete,pending_documents,additional_documents_required,1.72,V2_SingleSupplement
P1-C0062,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Additional Documents,2026-07-05T21:01:48Z,Citizen,complete,in_progress,under_review,63.27,V2_SingleSupplement
P1-C0062,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-06T05:12:00Z,Public Security Department,complete,in_progress,under_review,8.17,V2_SingleSupplement
P1-C0062,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-10T11:06:36Z,Public Security Department,complete,in_progress,under_review,101.91,V2_SingleSupplement
P1-C0062,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-10T14:31:48Z,Public Security Department,complete,approved,approved,3.42,V2_SingleSupplement
P1-C0062,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-10T14:57:00Z,CityStart Platform,complete,in_progress,approved,0.42,V2_SingleSupplement
P1-C0063,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Residence Permit Application,2026-07-04T16:39:00Z,Citizen,complete,in_progress,pending,0.65,V2_SingleSupplement
P1-C0063,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Validate Identity,2026-07-04T18:08:24Z,Public Security Department,complete,in_progress,pending,1.49,V2_SingleSupplement
P1-C0063,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-05T12:49:12Z,Public Security Department,complete,in_progress,pending,18.68,V2_SingleSupplement
P1-C0063,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Request Additional Documents,2026-07-05T15:10:48Z,Public Security Department,complete,pending_documents,additional_documents_required,2.36,V2_SingleSupplement
P1-C0063,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Submit Additional Documents,2026-07-10T09:47:24Z,Citizen,complete,in_progress,under_review,114.61,V2_SingleSupplement
P1-C0063,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Check Submitted Documents,2026-07-11T00:28:12Z,Public Security Department,complete,in_progress,under_review,14.68,V2_SingleSupplement
P1-C0063,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Review Application,2026-07-16T03:55:48Z,Public Security Department,complete,in_progress,under_review,123.46,V2_SingleSupplement
P1-C0063,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Approve Application,2026-07-16T08:40:48Z,Public Security Department,complete,approved,approved,4.75,V2_SingleSupplement
P1-C0063,Residence Permit Application and Additional Document Process,P1,Residence Permit Application Service,S2,Notify Applicant,2026-07-16T08:51:36Z,CityStart Platform,complete,in_progress,approved,0.18,V2_SingleSupplement
